n_geos,n_inds,fill_rate,second_eigenvalue_C,second_eigenvalue_I,eigenvalue_gap_C,eci_diversity_corr,ici_ubiquity_corr,eci_avgici_corr,n_dropped_zero_ubiquity,year,geo_level
3143,947,0.13248999385471769,0.18453819985738992,0.18453819985738962,0.09199208828187942,0.8965562144967162,-0.7285437565762306,0.9999999999999999,0,2024,county
925,947,0.18878735123716348,0.12372071296493967,0.12372071296493987,0.02012150441545657,0.796382400123392,-0.6826943257296402,1,0,2024,cbsa
181,947,0.2660859824861288,0.12555652008000773,0.12555652008000814,0.01942280224890655,0.25703549328693337,-0.41341374566720623,1,0,2024,csa
588,947,0.20395951411170607,0.15453078663755923,0.15453078663755845,0.021647425002372683,0.8854324658262035,-0.7405121843287789,0.999999999999999,0,2024,cz
