geo_aggregation_level,from,to,weight
1,237310,238210,0.363636363636364
1,237990,238210,0.361522198731501
1,238110,238210,0.389465283320032
1,238120,238210,0.29923830250272
1,238130,238210,0.377584330794342
1,238140,238210,0.366088631984586
1,238150,238210,0.282916213275299
1,238160,238210,0.392818280739935
1,238170,238210,0.350819672131148
1,238190,238210,0.398422090729783
1,111000,238220,0.282317073170732
1,112000,238220,0.276470588235294
1,113310,238220,0.299926847110461
1,114210,238220,0.326409495548961
1,115112,238220,0.27997227997228
1,115115,238220,0.270555555555556
1,115210,238220,0.314250155569384
1,115310,238220,0.261127596439169
1,212321,238220,0.298714144411474
1,221122,238220,0.314266487213997
1,221310,238220,0.346263008514664
1,236115,238220,0.394974226804124
1,236117,238220,0.451038575667656
1,236118,238220,0.396870554765292
1,236220,238220,0.367952522255193
1,237110,238220,0.396798652064027
1,237130,238220,0.353115727002967
1,237210,238220,0.266073194856578
1,237310,238220,0.3837784371909
1,237990,238220,0.347181008902077
1,238110,238220,0.422984836392658
1,238120,238220,0.305637982195846
1,238130,238220,0.385756676557864
1,238140,238220,0.442196531791908
1,238150,238220,0.33135509396637
1,238160,238220,0.38971315529179
1,238170,238220,0.437704918032787
1,238190,238220,0.407297830374753
1,238210,238220,0.48862512363996
1,111000,238290,0.255487804878049
1,112000,238290,0.247058823529412
1,114210,238290,0.255144032921811
1,115112,238290,0.246015246015246
1,115115,238290,0.256666666666667
1,115210,238290,0.251400124455507
1,212312,238290,0.242243436754177
1,212321,238290,0.279258400926999
1,221122,238290,0.262449528936743
1,221310,238290,0.244087038789026
1,236115,238290,0.255798969072165
1,236117,238290,0.291231732776618
1,236118,238290,0.246799431009957
1,236210,238290,0.249403341288783
1,236220,238290,0.318918918918919
1,237110,238290,0.288963774220725
1,237130,238290,0.300337457817773
1,237310,238290,0.316161616161616
1,237990,238290,0.283298097251586
1,238110,238290,0.297685554668795
1,238120,238290,0.27326968973747
1,238130,238290,0.284140969162996
1,238140,238290,0.287090558766859
1,238150,238290,0.251789976133652
1,238160,238290,0.310262529832936
1,238170,238290,0.286065573770492
1,238190,238290,0.30276134122288
1,238210,238290,0.353645266594124
1,238220,238290,0.355093966369931
1,113310,238310,0.248719824433065
1,114210,238310,0.257201646090535
1,115112,238310,0.246015246015246
1,115210,238310,0.25948973242066
1,115310,238310,0.248888888888889
1,212321,238310,0.302433371958285
1,221122,238310,0.242934051144011
1,221310,238310,0.252601702932829
1,236115,238310,0.323453608247423
1,236117,238310,0.326722338204593
1,236118,238310,0.325035561877667
1,236220,238310,0.299459459459459
1,237110,238310,0.284751474304971
1,237130,238310,0.275590551181102
1,237210,238310,0.289719626168224
1,237310,238310,0.276767676767677
1,237990,238310,0.281183932346723
1,238110,238310,0.344772545889864
1,238120,238310,0.285714285714286
1,238130,238310,0.377753303964758
1,238140,238310,0.370905587668593
1,238150,238310,0.28437917222964
1,238160,238310,0.386281588447653
1,238170,238310,0.313114754098361
1,238190,238310,0.298816568047337
1,238210,238310,0.35582154515778
1,238220,238310,0.360039564787339
1,238290,238310,0.261336515513126
1,111000,238320,0.315853658536585
1,112000,238320,0.291176470588235
1,113110,238320,0.251203079884504
1,113310,238320,0.370885149963424
1,114210,238320,0.31953801732435
1,115112,238320,0.302148302148302
1,115115,238320,0.302222222222222
1,115210,238320,0.357809583074051
1,115310,238320,0.332050048123195
1,212321,238320,0.315688161693937
1,221122,238320,0.325706594885599
1,221310,238320,0.342478713339641
1,236115,238320,0.438788659793814
1,236117,238320,0.431183830606352
